#{"t_start": 1742492681.8627005, "env_id": "None"}
r,l,74.318.871855,332,39.040577
483.524036,296,54.070265
220.303643,135,75.102601
234.678283,178,97.545277
121.378945,97,124.033801
172.747879,171,126.142159
69.693415,80,149.216106
74.759686,84,149.949562342.068658,471,152.963014
74.431169,80464.076907,247,176.470238
72.094153,812319.039524,275,201.428521188.410456,277,225.6692256127.031341,168,244.61063220.924762,176,245.847089
338.36721,193,268.823226
210.801999,131,288.95944
3452.858253,431,320.19183
377.575426,242,346.97094
73.155903,79,347.946244
208.356496,149,370.314057
292.687657,233,395.358534
171.678371,120,396.425375
173.411291,123,420.295933
56.564851,66,443.720447
69.908706,79,444.389484
514.053652,286,468.169295
172.184335,120,490.648057
145.090885,111,491.713793
317.120066,276,515.168626
288.049394,298,447.130712,438,537.616132
258.221728,173,559.786631
293.393263,187,581.827773
68.625022,75,604.457871
151.176421,128,624.406337
198.494675,295,648.234231
84.363211,101,648.971492
516.568809,278,675.310044
211.35823,166,700.445698
304.6787,195,722.551231
64.490597,69,723.029702
210.427187,132,747.529223
77.384947,82,769.611556
73.656996,83,770.410174
244.615696,168,793.94558
165.021956,123,817.107341
214.752506,133,818.22089
59.93236,69,818.878349
166.854967,169,842.360489
60.095953,69,843.311543
188.779196,128,865.23797
212.703949,132,866.552356
370.881302,290,893.030139
262.807836,153,916.928955
65.972168,69,917.495764
303.067539,180,937.912588
60.713171,69,938.372575
125.127973,99,963.672204
213.331908,133,964.530532
254.128493,160,987.047909
69.35718,80,987.832032
66.101674,69,1009.961994
70.060209,81,1035.473616
76.100831,84,1035.957434
548.239151,353,1061.38098
125.415614,99,1082.738392
78.662544,85,1083.572865
232.087652,201,1104.07617
303.342027,182,1126.965205
179.129684,136,1149.191206
361.301858,250,1178.731371
212.038156,142,1179.627903
151.875218,117,1204.587726
63.276572,68511.759369,427,1207.138225
212.145696,132267.488337,16963.300653,68,74.859284,85,68.542573,75,175.842892,12448.527947,250,304.067961,180,1274.572311
170.020675,122,1275.340494
222.543883,162,1276.333204
252.44821,158,1277.395999
143.146804,111,1278.132501
252.655454,169,1279.04587
61.205019,69,1279.500756
61.205069,69,1279.946439
372.784256,282,1281.630017
73.886051,84,1282.15748
169.98583,122,1282.995117
68.266629,75,1283.486501
74.902929,85,1283.999625
448.236523,333,1286.037108
73.886148,84,1286.834697
329.506953,217,1288.331645
151.56672,190,1289.434267
143.16641,111,1290.40437
414.482069,250,1291.802494
303.185834,180,1292.906042
134.01335,166,1294.206091
258.842031,172,1295.237053
154.277089,183,1296.260998
307.750599,314,1298.021231
174.721199,123,1298.870895
143.146797,111,1299.42533
174.660091,123,1300.238061
286.771785,178,1301.610229
404.294827,278,1303.357738
341.003564,389,1305.755459
260.264741,171,1307.157966
74.902432,85,1307.856197
504.528667,279,1309.590884
134.671314,168,1310.64631
204.082863,145,1311.653556
71.522515,81,1312.077219
61.952479,67,1312.455623
207.829678,153,1313.330456
169.989462,122,1314.094978
76.80695,85,1314.496322
442.080176,275,1316.16659
159.048042,199,1317.39022
68.266628,75,1317.830911
64.240075,68,1318.313211
267.652366,195,1319.500523
71.52563,81,1319.899688
309.36468,231,1321.026118
152.922271,115,1321.648353
76.869177,82,1322.159276
76.86916,82,1322.674172
143.146218,111,1323.238205
73.886138,371.216282,217,1279.701381,234,1325.13201
150.027542,190,1326.274693
61.952497,67,1326.594429
72.682585,79,1327.129826
231.351446,333,1328.906418
334.906274,183,1330.064197
225.139567,169,1331.097817
134.427576,168,1332.082072
203.498256,145,1333.070125
221.275539,311,1334.869708
367.196568,259,1336.604673
225.951932,170,1337.688652
250.520706,160,1338.652743
307.171086,306,1340.358333
162.090443,203,1341.688607
311.751888,226,1343.431886
74.902496,85,1343.888336
211.183545,131,1344.578108
279.199871,245,1345.813927
82.870037,101,1346.445096
311.742391,218,1347.86626
336.109599,183,1348.881023
207.83874,153,1349.749596
409.80248,258,1351.213522
317.047993,203,1352.424624
328.571584,228,1353.762876
254.518714,166,1354.804574
64.240076,68,1355.142285
300.106706,204,1356.338407
247.438514,259,1357.89977
373.74591,334,1360.181095
424.554254,305,1362.094028
304.077522,181,1363.121497
143.146964,111,1363.796228
200.000079,159,1364.846019
64.240082,68,1365.1535
72.671,79,1365.551382
286.612803,177,1366.624618
261.785494,153,1367.500951
73.886098,84,1367.888144
330.462142,218,1369.169596
61.952497,67,1369.600983
310.093852,244,1370.817564
303.762212,180,1371.741673
338.969034,283,1373.55093
61.952474,67,1373.978042
143.14589,111,1374.56321
302.577199,193,1375.744937
254.589119,164,1376.819486
234.416821,153,1377.815146
309.53901,226,1379.182875
268.18354,266,1380.741756
341.748683,391,1383.307228
485.550126,254,1384.746031
299.27433,186,1385.70276
56.274803,66,1386.400404
71.522358,81,1386.899806
373.032195,210,1388.373686
281.655932,256,1389.935886
318.310035,206,1391.06276
479.960671,289,1392.853511
143.146151,111,1393.466929
411.157317,317,1395.262259
207.561856,153,1396.098578
327.893906,201,1397.268605
256.531836,171,1398.334441
283.525599,286,1400.339361
335.570111,183,1401.560364
286.433337,175,1402.430809
134.544437,170,1403.424177
126.536925,100,1403.934141
76.808303,85,1404.450891
350.00993,196,1405.471485
82.869777,101,1405.998014
301.349517,190,1407.121095
68.266628,75,1407.661426
72.671005,79,1408.299103
149.018306,202,1409.70613
311.985697,220,1411.031509
251.803914,170,1411.908163
82.876147,101,1412.491322
269.78544,216,1413.697001
72.671003,79,1414.119094
